Date,Event Latitude,Event Longitude,Event Depth,Mw,Fast Axis Orientation,Delay Time,Is Null?,Station Name,Station Latitude,Station Longitude,Bidirectional Circular Average at Stations (Sadeghi-Bagherabadi et al. 2018),Average Delay Time at Stations (Sadeghi-Bagherabadi et al. 2018),The Two Best Recorded Earthquakes
12-Oct-13,10.905,-62.315,63,6,36.7079775,1.78,No,M22,35.3302,47.7076,37,1.59,‡
13-Jan-14,19.043,-66.81,20,6.4,37.82397136,1.4,No,M22,35.3302,47.7076,37,1.59,
24-Aug-14,-14.5976,-73.5701,101,6.8,3.863257194,2.04,Yes,M22,35.3302,47.7076,37,1.59,
15-Apr-14,-53.527,8.704,12,6.9,28.0605863,1.72,Yes,M22,35.3302,47.7076,37,1.59,
24-Sep-14,-23.8215,-66.6407,224,6.2,86.38686436,2.78,Yes,M22,35.3302,47.7076,37,1.59,
13-Jan-14,19.043,-66.81,20,6.4,53.91303639,0.56,No,M23,35.4079,47.8342,65,0.79,
12-Oct-13,10.905,-62.315,63,6,50.79958243,0.9,No,M23,35.4079,47.8342,65,0.79,‡
15-Apr-14,-53.527,8.704,12,6.9,-85.87208474,0.92,No,M23,35.4079,47.8342,65,0.79,
29-Jul-14,17.8419,-95.5243,95.1,6.3,48.6260393,3.04,Yes,M23,35.4079,47.8342,65,0.79,
24-Sep-14,-23.8215,-66.6407,224,6.2,80.50109261,1.44,Yes,M23,35.4079,47.8342,65,0.79,
13-Jan-14,19.043,-66.81,20,6.4,49.99538422,0.72,No,M24,35.5369,47.9404,58,1.22,
12-Oct-13,10.905,-62.315,63,6,36.88678164,1.44,No,M24,35.5369,47.9404,58,1.22,‡
23-Mar-14,-19.702,-70.87,21,6.2,63.26163999,1.4,No,M24,35.5369,47.9404,58,1.22,
15-Apr-14,-53.527,8.704,12,6.9,82.18668436,1.3,No,M24,35.5369,47.9404,58,1.22,
16-Oct-13,-6.446,154.931,35,6.8,89.34289525,2.74,Yes,M24,35.5369,47.9404,58,1.22,
13-Jan-14,19.043,-66.81,20,6.4,88.06266394,1.12,No,M25,35.6152,48.0319,69,1.15,
18-Feb-14,14.668,-58.927,15,6.5,53.80356258,1.06,No,M25,35.6152,48.0319,69,1.15,
12-Oct-13,10.905,-62.315,63,6,64.9568982,0.9,No,M25,35.6152,48.0319,69,1.15,‡
15-Apr-14,-53.527,8.704,12,6.9,78.23622093,1.8,No,M25,35.6152,48.0319,69,1.15,
24-Sep-14,-23.8215,-66.6407,224,6.2,58.73590335,0.88,No,M25,35.6152,48.0319,69,1.15,
1-May-14,-21.454,170.355,106,6.6,-3.450651608,4,Yes,M25,35.6152,48.0319,69,1.15,
13-Jan-14,19.043,-66.81,20,6.4,76.10203172,1.08,No,M26,35.6911,48.0799,54,1.16,
18-Feb-14,14.668,-58.927,15,6.5,39.83850272,1.16,No,M26,35.6911,48.0799,54,1.16,
12-Oct-13,10.905,-62.315,63,6,76.99925846,1.2,No,M26,35.6911,48.0799,54,1.16,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,22.34217407,1.18,No,M26,35.6911,48.0799,54,1.16,
23-Mar-14,-19.702,-70.87,21,6.2,43.4477934,1.3,No,M26,35.6911,48.0799,54,1.16,
15-Apr-14,-53.527,8.704,12,6.9,62.2634703,1.02,No,M26,35.6911,48.0799,54,1.16,
20-Apr-14,-7.165,155.335,20,6.2,-72.20118452,2,No,M27,35.7536,48.1937,91,1.18,
13-Jan-14,19.043,-66.81,20,6.4,-83.81803436,0.92,No,M27,35.7536,48.1937,91,1.18,
11-Apr-14,11.591,-86.04,135,6.6,-83.29870937,0.84,No,M27,35.7536,48.1937,91,1.18,
12-Oct-13,10.905,-62.315,63,6,87.08129885,1.2,No,M27,35.7536,48.1937,91,1.18,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,42.45756199,0.56,No,M27,35.7536,48.1937,91,1.18,
15-Apr-14,-53.527,8.704,12,6.9,-81.67609676,1.58,No,M27,35.7536,48.1937,91,1.18,
1-Jan-14,-13.863,167.249,187,6.5,-11.45567913,0.72,Yes,M27,35.7536,48.1937,91,1.18,†
11-Apr-14,-20.748,-70.724,17,6,10.37109416,0.14,Yes,M27,35.7536,48.1937,91,1.18,
16-Oct-13,-6.446,154.931,35,6.8,-36.57216094,0.5,No,M27,35.7536,48.1937,91,1.18,
19-Apr-14,-6.679,155.085,24,6.6,-74.43941781,1.28,No,M28,35.8444,48.2855,101,1.49,
11-Apr-14,11.591,-86.04,135,6.6,-65.18789051,1.8,No,M28,35.8444,48.2855,101,1.49,
16-Oct-13,-6.446,154.931,35,6.8,-78.54477497,1.58,No,M28,35.8444,48.2855,101,1.49,
13-Jan-14,19.043,-66.81,20,6.4,-77.74865904,1,No,M28,35.8444,48.2855,101,1.49,
15-Apr-14,-53.527,8.704,12,6.9,-87.62577735,1.64,No,M28,35.8444,48.2855,101,1.49,
1-Jan-14,-13.863,167.249,187,6.5,-81.45296464,2.08,No,M28,35.8444,48.2855,101,1.49,†
12-Oct-13,10.905,-62.315,63,6,-86.84585396,1.04,No,M28,35.8444,48.2855,101,1.49,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,30.57819397,0.32,Yes,M28,35.8444,48.2855,101,1.49,
24-Sep-14,-23.8215,-66.6407,224,6.2,89.01606188,1.24,Yes,M28,35.8444,48.2855,101,1.49,
15-Apr-14,-53.527,8.704,12,6.9,82.42821264,1.52,No,M29,35.9529,48.3831,79,1.77,
19-Apr-14,-6.679,155.085,24,6.6,-72.41432041,2.2,No,M29,35.9529,48.3831,79,1.77,
24-Aug-14,-14.5976,-73.5701,101,6.8,24.71482738,1.58,No,M29,35.9529,48.3831,79,1.77,
1-May-14,-21.454,170.355,106,6.6,-83.51116306,2.4,Yes,M29,35.9529,48.3831,79,1.77,
29-Jul-14,17.8419,-95.5243,95.1,6.3,57.2877843,2.08,Yes,M29,35.9529,48.3831,79,1.77,
15-Apr-14,-53.527,8.704,12,6.9,-81.50393316,1.64,No,M30,36.04893,48.50855,,,
13-Jan-14,19.043,-66.81,20,6.4,-63.58142394,1.94,Yes,M30,36.04893,48.50855,,,
18-Feb-14,14.668,-58.927,15,6.5,26.12848315,1.48,Yes,M30,36.04893,48.50855,,,
16-Oct-13,-6.446,154.931,35,6.8,79.48088027,1.62,Yes,M30,36.04893,48.50855,,,
12-Oct-13,10.905,-62.315,63,6,-62.67072874,0.9,Yes,M30,36.04893,48.50855,,,‡
1-Jan-14,-13.863,167.249,187,6.5,-77.42331769,1.08,No,M31,36.1541,48.6274,80,0.83,†
15-Apr-14,-53.527,8.704,12,6.9,56.56097554,0.58,No,M31,36.1541,48.6274,80,0.83,
16-Oct-13,-6.446,154.931,35,6.8,1.567896606,4,Yes,M31,36.1541,48.6274,80,0.83,
13-Jan-14,19.043,-66.81,20,6.4,84.50759669,0.24,Yes,M31,36.1541,48.6274,80,0.83,
29-Jul-14,17.8419,-95.5243,95.1,6.3,-34.43030677,0.58,Yes,M31,36.1541,48.6274,80,0.83,
18-Feb-14,14.668,-58.927,15,6.5,-73.78998653,0.68,Yes,M31,36.1541,48.6274,80,0.83,
12-Oct-13,10.905,-62.315,63,6,13.42241252,3.66,Yes,M31,36.1541,48.6274,80,0.83,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,39.01108477,0.22,Yes,M31,36.1541,48.6274,80,0.83,
15-Apr-14,-53.527,8.704,12,6.9,48.5928408,0.68,No,M32,36.28061,48.67955,,,
16-Oct-13,-6.446,154.931,35,6.8,-0.438682571,2.64,Yes,M32,36.28061,48.67955,,,
1-Jan-14,-13.863,167.249,187,6.5,4.533921229,0.44,Yes,M32,36.28061,48.67955,,,†
29-Jul-14,17.8419,-95.5243,95.1,6.3,47.65542801,3.3,Yes,M32,36.28061,48.67955,,,
18-Feb-14,14.668,-58.927,15,6.5,-71.74767057,2.44,Yes,M32,36.28061,48.67955,,,
24-Aug-14,-14.5976,-73.5701,101,6.8,-52.86850564,0.22,Yes,M32,36.28061,48.67955,,,
3-Apr-14,-20.268,-70.556,23,6.5,1.430252989,2.84,Yes,M32,36.28061,48.67955,,,
13-Jan-14,19.043,-66.81,20,6.4,-55.44381345,2.94,Yes,M32,36.28061,48.67955,,,
12-Oct-13,10.905,-62.315,63,6,13.47643807,1.42,No,M32,36.28061,48.67955,,,‡
15-Apr-14,-53.527,8.704,12,6.9,46.62334636,0.54,No,M33,36.35908,48.73281,,,
13-Jan-14,19.043,-66.81,20,6.4,26.59989548,1.42,Yes,M33,36.35908,48.73281,,,
18-Feb-14,14.668,-58.927,15,6.5,-63.70844061,2.9,Yes,M33,36.35908,48.73281,,,
12-Oct-13,10.905,-62.315,63,6,13.52345444,0.9,Yes,M33,36.35908,48.73281,,,‡
1-May-14,-21.454,170.355,106,6.6,12.43044123,1.68,No,M34,36.40687,48.88178,,,
1-Jan-14,-13.863,167.249,187,6.5,78.58757184,0.74,Yes,M34,36.40687,48.88178,,,†
13-Jan-14,19.043,-66.81,20,6.4,22.70224475,0.78,Yes,M34,36.40687,48.88178,,,
12-Oct-13,10.905,-62.315,63,6,23.62734119,2.68,Yes,M34,36.40687,48.88178,,,‡
13-Jan-14,19.043,-66.81,20,6.4,-43.24766998,0.9,No,M35,36.4952,48.9427,157,0.96,
18-Feb-14,14.668,-58.927,15,6.5,-3.567163546,1.02,No,M35,36.4952,48.9427,157,0.96,
19-Apr-14,-6.679,155.085,24,6.6,-88.24018237,4,Yes,M35,36.4952,48.9427,157,0.96,
11-Apr-14,11.591,-86.04,135,6.6,-46.39184193,1.74,Yes,M35,36.4952,48.9427,157,0.96,
1-Jan-14,-13.863,167.249,187,6.5,-9.426023364,1.58,Yes,M35,36.4952,48.9427,157,0.96,†
18-Feb-14,14.668,-58.927,15,6.5,-63.56716355,1.9,Yes,M35,36.4952,48.9427,157,0.96,
23-Mar-14,-19.702,-70.87,21,6.2,-89.48356416,2.94,Yes,M35,36.4952,48.9427,157,0.96,
4-Apr-14,-20.621,-70.739,20,6.1,87.47289349,3.4,Yes,M35,36.4952,48.9427,157,0.96,
15-Apr-14,-53.527,8.704,12,6.9,-63.26363752,2,Yes,M35,36.4952,48.9427,157,0.96,
7-Feb-14,-15.069,167.372,122,6.5,-88.33564102,1.52,Yes,M36,36.57989,49.02786,,,
18-Feb-14,14.668,-58.927,15,6.5,12.49277853,0.92,Yes,M36,36.57989,49.02786,,,
12-Oct-13,10.905,-62.315,63,6,25.75026427,4,Yes,M36,36.57989,49.02786,,,‡
15-Mar-14,-5.58,-80.957,29,6.3,19.67262483,4,Yes,M36,36.57989,49.02786,,,
16-Oct-13,-6.446,154.931,35,6.8,-6.315176349,4,Yes,M36,36.57989,49.02786,,,
16-Oct-13,-6.446,154.931,35,6.8,-8.621420401,2.3,Yes,M36,36.57989,49.02786,,,
13-Jan-14,19.043,-66.81,20,6.4,-35.1821625,0.4,Yes,M36,36.57989,49.02786,,,
12-Oct-13,10.905,-62.315,63,6,25.75026427,4,Yes,M36,36.57989,49.02786,,,‡
20-Apr-14,-7.165,155.335,20,6.2,34.0627537,0.8,No,M37,36.6956,49.1181,36,1.06,
16-Oct-13,-6.446,154.931,35,6.8,25.70602004,1.14,No,M37,36.6956,49.1181,36,1.06,
1-Jan-14,-13.863,167.249,187,6.5,22.56778097,1.38,No,M37,36.6956,49.1181,36,1.06,†
13-Jan-14,19.043,-66.81,20,6.4,-45.10951943,0.8,Yes,M37,36.6956,49.1181,36,1.06,
23-Mar-14,-19.702,-70.87,21,6.2,66.76391241,0.92,No,M37,36.6956,49.1181,36,1.06,
19-Apr-14,-6.679,155.085,24,6.6,81.80700452,3.86,Yes,M37,36.6956,49.1181,36,1.06,
12-Oct-13,10.905,-62.315,63,6,-62.17208908,2.02,Yes,M37,36.6956,49.1181,36,1.06,‡
15-Mar-14,-5.58,-80.957,29,6.3,17.82003188,3.2,Yes,M37,36.6956,49.1181,36,1.06,
1-Jan-14,-13.863,167.249,187,6.5,32.60121659,0.64,No,M38,36.7728,49.2409,12,1.17,†
5-Mar-14,-14.738,169.823,638,6.3,43.77772389,1.62,No,M38,36.7728,49.2409,12,1.17,
1-May-14,-21.454,170.355,106,6.6,14.36411404,2.24,No,M38,36.7728,49.2409,12,1.17,
12-Oct-13,10.905,-62.315,63,6,-50.07936536,1,No,M38,36.7728,49.2409,12,1.17,‡
7-Feb-14,-15.069,167.372,122,6.5,-0.318116088,1.38,Yes,M38,36.7728,49.2409,12,1.17,
3-Apr-14,-20.268,-70.556,23,6.5,88.11129355,3.72,Yes,M38,36.7728,49.2409,12,1.17,
7-Feb-14,-15.069,167.372,122,6.5,61.59811123,1.7,No,M40,36.9919,49.3181,44,1.11,
12-Oct-13,10.905,-62.315,63,6,40.00729607,0.86,No,M40,36.9919,49.3181,44,1.11,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,32.04636737,0.76,No,M40,36.9919,49.3181,44,1.11,
18-Feb-14,14.668,-58.927,15,6.5,-37.2914329,0.14,Yes,M40,36.9919,49.3181,44,1.11,
18-Feb-14,14.668,-58.927,15,6.5,-63.2914329,1.92,Yes,M40,36.9919,49.3181,44,1.11,
13-Jan-14,19.043,-66.81,20,6.4,-54.94332362,3.22,Yes,M40,36.9919,49.3181,44,1.11,
15-Apr-14,-53.527,8.704,12,6.9,48.95084896,0.42,Yes,M40,36.9919,49.3181,44,1.11,
20-Apr-14,-7.165,155.335,20,6.2,66.13040867,1.78,No,M41,37.037,49.3981,46,1.2,
11-Apr-14,-6.625,155.064,50,7.1,37.84588222,1.28,No,M41,37.037,49.3981,46,1.2,
16-Oct-13,-6.446,154.931,35,6.8,19.77877296,0.98,No,M41,37.037,49.3981,46,1.2,
1-Jan-14,-13.863,167.249,187,6.5,46.54768821,1.44,No,M41,37.037,49.3981,46,1.2,†
1-Jan-14,-13.863,167.249,187,6.5,24.54768821,0.9,No,M41,37.037,49.3981,46,1.2,†
18-Feb-14,14.668,-58.927,15,6.5,70.76274235,1.34,No,M41,37.037,49.3981,46,1.2,
12-Oct-13,10.905,-62.315,63,6,54.06722391,0.68,No,M41,37.037,49.3981,46,1.2,‡
16-Oct-13,-6.446,154.931,35,6.8,-6.22122704,4,Yes,M41,37.037,49.3981,46,1.2,
13-Jan-14,19.043,-66.81,20,6.4,-56.88526963,3.46,Yes,M41,37.037,49.3981,46,1.2,
20-Apr-14,-7.165,155.335,20,6.2,28.184969,1.08,No,M42,37.0837,49.5092,30,1.17,
16-Oct-13,-6.446,154.931,35,6.8,39.83407746,1.28,No,M42,37.0837,49.5092,30,1.17,
1-Jan-14,-13.863,167.249,187,6.5,24.59231798,0.88,No,M42,37.0837,49.5092,30,1.17,†
3-Apr-14,-20.268,-70.556,23,6.5,28.49602943,1.42,No,M42,37.0837,49.5092,30,1.17,
13-Jan-14,19.043,-66.81,20,6.4,33.19358476,0.66,Yes,M42,37.0837,49.5092,30,1.17,
15-Apr-14,-53.527,8.704,12,6.9,31.05285517,1.46,Yes,M42,37.0837,49.5092,30,1.17,
16-Oct-13,-6.446,154.931,35,6.8,41.85115599,0.92,No,M43,37.1452,49.5654,40,1.21,
1-Jan-14,-13.863,167.249,187,6.5,24.59290487,1.22,No,M43,37.1452,49.5654,40,1.21,†
23-Mar-14,-19.702,-70.87,21,6.2,43.35844967,1.38,No,M43,37.1452,49.5654,40,1.21,
3-Apr-14,-20.268,-70.556,23,6.5,58.57445214,1.52,No,M43,37.1452,49.5654,40,1.21,
4-Apr-14,-20.621,-70.739,20,6.1,30,1,No,M43,37.1452,49.5654,40,1.21,
13-Jan-14,19.043,-66.81,20,6.4,27.23800457,2.76,Yes,M43,37.1452,49.5654,40,1.21,
1-Jan-14,-13.863,167.249,187,6.5,20.6106415,1,No,M44,37.1889,49.6319,26,1.59,†
7-Feb-14,-15.069,167.372,122,6.5,11.68023162,1.98,No,M44,37.1889,49.6319,26,1.59,
1-May-14,-21.454,170.355,106,6.6,52.28427047,1.7,No,M44,37.1889,49.6319,26,1.59,
13-Jan-14,19.043,-66.81,20,6.4,21.28722901,1.68,No,M44,37.1889,49.6319,26,1.59,
12-Oct-13,10.905,-62.315,63,6,20.24624941,1.3,Yes,M44,37.1889,49.6319,26,1.59,‡
15-Apr-14,-53.527,8.704,12,6.9,17.12067944,3.02,Yes,M44,37.1889,49.6319,26,1.59,
11-Apr-14,11.591,-86.04,135,6.6,28.57792321,1.98,No,M45,37.32,49.7227,23,1.99,
13-Jan-14,19.043,-66.81,20,6.4,17.36300502,2,No,M45,37.32,49.7227,23,1.99,
12-Oct-13,10.905,-62.315,63,6,-73.6718914,2.12,Yes,M45,37.32,49.7227,23,1.99,‡
15-Apr-14,-53.527,8.704,12,6.9,-60.82633549,4,Yes,M45,37.32,49.7227,23,1.99,
11-Apr-14,-20.748,-70.724,17,6,20.52414607,1.06,No,M46,37.4233,49.8089,31,1.5,
13-Jan-14,19.043,-66.81,20,6.4,11.43260245,1,No,M46,37.4233,49.8089,31,1.5,
16-Oct-13,-6.446,154.931,35,6.8,73.92300674,0.78,Yes,M46,37.4233,49.8089,31,1.5,
15-Apr-14,-53.527,8.704,12,6.9,75.22303252,0.3,Yes,M46,37.4233,49.8089,31,1.5,
3-Apr-14,-20.268,-70.556,23,6.5,76.92479421,2.44,No,M46,37.4233,49.8089,31,1.5,
1-Jan-14,-13.863,167.249,187,6.5,13.90279731,0.72,No,W01,34.3463,45.7438,71,0.93,†
12-Oct-13,10.905,-62.315,63,6,-88.64521527,0.9,No,W01,34.3463,45.7438,71,0.93,‡
23-Mar-14,-19.702,-70.87,21,6.2,63.25215551,0.92,No,W01,34.3463,45.7438,71,0.93,
15-Apr-14,-53.527,8.704,12,6.9,87.02429982,1.18,No,W01,34.3463,45.7438,71,0.93,
19-Apr-14,-6.679,155.085,24,6.6,-7.458965253,3.64,Yes,W01,34.3463,45.7438,71,0.93,
13-Jan-14,19.043,-66.81,20,6.4,80.82785674,0.12,Yes,W02,34.81076,46.20409,,,
12-Oct-13,10.905,-62.315,63,6,33.69947992,0.24,Yes,W02,34.81076,46.20409,,,‡
24-Sep-14,-23.8215,-66.6407,224,6.2,-80.19258532,1.48,No,W03,35.294792,46.60854,,,
1-Jan-14,-13.863,167.249,187,6.5,-66.14693113,1.1,No,W04,35.757,47.1093,124,1.23,†
24-Sep-14,-23.8215,-66.6407,224,6.2,-31.64954031,1.52,No,W04,35.757,47.1093,124,1.23,
24-Sep-14,-23.8215,-66.6407,224,6.2,-67.64954031,1.08,No,W04,35.757,47.1093,124,1.23,
16-Oct-13,-6.446,154.931,35,6.8,82.76900338,3.44,Yes,W04,35.757,47.1093,124,1.23,
13-Jan-14,19.043,-66.81,20,6.4,-64.50734532,1.82,Yes,W04,35.757,47.1093,124,1.23,
18-Feb-14,14.668,-58.927,15,6.5,79.25451876,0.28,Yes,W04,35.757,47.1093,124,1.23,
12-Oct-13,10.905,-62.315,63,6,-7.60283031,0.12,Yes,W04,35.757,47.1093,124,1.23,‡
15-Apr-14,-53.527,8.704,12,6.9,29.76799157,1.52,Yes,W04,35.757,47.1093,124,1.23,
13-Jan-14,19.043,-66.81,20,6.4,57.80243994,0.92,No,W05,36.2553,47.5133,54,1.22,
18-Feb-14,14.668,-58.927,15,6.5,45.53290941,1.16,No,W05,36.2553,47.5133,54,1.22,
12-Oct-13,10.905,-62.315,63,6,70.72621136,1.22,No,W05,36.2553,47.5133,54,1.22,‡
24-Aug-14,-14.5976,-73.5701,101,6.8,76.3502482,1.32,No,W05,36.2553,47.5133,54,1.22,
24-Aug-14,-14.5976,-73.5701,101,6.8,36.3502482,1.48,No,W05,36.2553,47.5133,54,1.22,
23-Mar-14,-19.702,-70.87,21,6.2,31.50267552,1.2,No,W05,36.2553,47.5133,54,1.22,
3-Apr-14,-20.268,-70.556,23,6.5,48.73323283,1.3,No,W05,36.2553,47.5133,54,1.22,
4-Apr-14,-20.621,-70.739,20,6.1,68.471476,1.16,No,W05,36.2553,47.5133,54,1.22,
16-Oct-13,-6.446,154.931,35,6.8,86.85470758,1.76,Yes,W05,36.2553,47.5133,54,1.22,
11-Apr-14,-20.748,-70.724,17,6,-15.04950145,1.66,No,W06,36.7403,48.0028,169,1.95,
5-Mar-14,-14.738,169.823,638,6.3,-43.01780457,2.26,No,W06,36.7403,48.0028,169,1.95,
5-Mar-14,-14.738,169.823,638,6.3,64.98219543,2.9,No,W06,36.7403,48.0028,169,1.95,
13-Jan-14,19.043,-66.81,20,6.4,4.169326683,1.14,No,W06,36.7403,48.0028,169,1.95,
29-Jul-14,17.8419,-95.5243,95.1,6.3,-20.81429736,1.04,No,W06,36.7403,48.0028,169,1.95,
12-Oct-13,10.905,-62.315,63,6,-16.88741235,0.76,No,W06,36.7403,48.0028,169,1.95,‡
23-Mar-14,-19.702,-70.87,21,6.2,60.12347943,3.5,No,W06,36.7403,48.0028,169,1.95,
16-Oct-13,-6.446,154.931,35,6.8,-10.99649736,1.96,Yes,W06,36.7403,48.0028,169,1.95,
24-Aug-14,-14.5976,-73.5701,101,6.8,-25.00724821,0.36,Yes,W06,36.7403,48.0028,169,1.95,
15-Apr-14,-53.527,8.704,12,6.9,-59.73441445,2.68,Yes,W06,36.7403,48.0028,169,1.95,
13-Jan-14,19.043,-66.81,20,6.4,10.44508505,0.98,No,W07,37.0176,48.3808,1,0.82,
12-Oct-13,10.905,-62.315,63,6,-8.600266768,0.66,No,W07,37.0176,48.3808,1,0.82,‡
1-Jan-14,-13.863,167.249,187,6.5,-2.102181728,2.02,Yes,W07,37.0176,48.3808,1,0.82,†
15-Apr-14,-53.527,8.704,12,6.9,-65.52780925,2.56,Yes,W07,37.0176,48.3808,1,0.82,
24-Sep-14,-23.8215,-66.6407,224,6.2,79.83555034,2.6,Yes,W07,37.0176,48.3808,1,0.82,
20-Apr-14,-7.165,155.335,20,6.2,37.68175141,1.34,No,W08,37.644,48.9788,51,1.19,
15-Mar-14,-5.58,-80.957,29,6.3,64.31456118,1.18,No,W08,37.644,48.9788,51,1.19,
24-Aug-14,-14.5976,-73.5701,101,6.8,54.26060494,0.8,No,W08,37.644,48.9788,51,1.19,
24-Aug-14,-14.5976,-73.5701,101,6.8,36.26060494,0.84,No,W08,37.644,48.9788,51,1.19,
23-Mar-14,-19.702,-70.87,21,6.2,53.34972572,1.92,No,W08,37.644,48.9788,51,1.19,
3-Apr-14,-20.268,-70.556,23,6.5,66.5710281,1.6,No,W08,37.644,48.9788,51,1.19,
24-Sep-14,-23.8215,-66.6407,224,6.2,44.58301001,0.64,No,W08,37.644,48.9788,51,1.19,